Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,orig_index,id,created_at
tech_support number scam number scammer s website or email windows technical support help c00dedf8d47 seal app uqdji ondigitalocean app additional information about this scam,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.871875287888566,False,10958,147545,2024-01-15 14:35:06.135
tech_support number scam number scammer s website or email additional information about this scam,2,2_techsupport techsupport techsupport_techsupport techsupport_techsupport_people,"['techsupport techsupport techsupport', 'techsupport techsupport', 'techsupport', 'people', 'callback techsupport', 'callback techsupport techsupport', 'techsupport techsupport callback', 'techsupport callback', 'techsupport callback techsupport', 'techsupport techsupport tech']","['tech_support scam scam number scammer s website or email site is dead now additional information about this scam they use both teamviewer and rustdesk', 'generic tech_support scam number scammer s website or email additional information about this scam this guy is using whatsapp and usa number to scam people by involving them in tech_support and providing phishing call', 'tech bank scam please elevate large scale multiple numbers this number needs to be sent to the right people as its a bigger process then i can handle and know what to do with there are content creators or more qualified people that can do better work to get these guys starts w']",techsupport techsupport techsupport - techsupport techsupport - techsupport - people - callback techsupport - callback techsupport techsupport - techsupport techsupport callback - techsupport callback - techsupport callback techsupport - techsupport techsupport tech,0.5602763333588817,False,10959,147413,2024-01-15 14:31:28.292
tech_support number scam number scammer s website or email additional information about this scam,2,2_techsupport techsupport techsupport_techsupport techsupport_techsupport_people,"['techsupport techsupport techsupport', 'techsupport techsupport', 'techsupport', 'people', 'callback techsupport', 'callback techsupport techsupport', 'techsupport techsupport callback', 'techsupport callback', 'techsupport callback techsupport', 'techsupport techsupport tech']","['tech_support scam scam number scammer s website or email site is dead now additional information about this scam they use both teamviewer and rustdesk', 'generic tech_support scam number scammer s website or email additional information about this scam this guy is using whatsapp and usa number to scam people by involving them in tech_support and providing phishing call', 'tech bank scam please elevate large scale multiple numbers this number needs to be sent to the right people as its a bigger process then i can handle and know what to do with there are content creators or more qualified people that can do better work to get these guys starts w']",techsupport techsupport techsupport - techsupport techsupport - techsupport - people - callback techsupport - callback techsupport techsupport - techsupport techsupport callback - techsupport callback - techsupport callback techsupport - techsupport techsupport tech,0.5960571400823563,False,10960,147385,2024-01-15 14:28:42.520
crypto tech_support scam scam numbers scammer s website or email additional information about this scam tech_support scam numbers,10,10_techsupport_crypto techsupport_crypto_techsupport active,"['techsupport', 'crypto techsupport', 'crypto', 'techsupport active', 'active', 'fraud', 'techsupport fraud', 'support', 'crypto techsupport active', 'techsupport active techsupport']","['fraud tech_support scam number scam number scammer s website or email additional information about this scam fraud multiple crypto tech_support scam number', 'fraud crypto tech_support scam still active scam number scammer s website or email additional information about this scam fraud crypto tech_support scam active number firefighter619 scammerjammer007', 'crypto tech_support scam scam number scammer s website or email additional information about this scam active tech_support scam numbers']",techsupport - crypto techsupport - crypto - techsupport active - active - fraud - techsupport fraud - support - crypto techsupport active - techsupport active techsupport,1.0,False,10961,147383,2024-01-15 13:52:09.984
coinbase gemini scammer scam number scammer s website or email coinbase gemini scammer community ure com d365community idea 57a60f88 8bb3 ee11 92bc 0022484c4141 https,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.9618620231148436,False,10962,147381,2024-01-15 13:25:23.059
24 7 techies tech_support scam number us uk au scammer s website or email 24 7 techies outstanding tech_support additional information about this scam technical support will try to make y,10,10_techsupport_crypto techsupport_crypto_techsupport active,"['techsupport', 'crypto techsupport', 'crypto', 'techsupport active', 'active', 'fraud', 'techsupport fraud', 'support', 'crypto techsupport active', 'techsupport active techsupport']","['fraud tech_support scam number scam number scammer s website or email additional information about this scam fraud multiple crypto tech_support scam number', 'fraud crypto tech_support scam still active scam number scammer s website or email additional information about this scam fraud crypto tech_support scam active number firefighter619 scammerjammer007', 'crypto tech_support scam scam number scammer s website or email additional information about this scam active tech_support scam numbers']",techsupport - crypto techsupport - crypto - techsupport active - active - fraud - techsupport fraud - support - crypto techsupport active - techsupport active techsupport,0.8878023141958216,False,10963,147380,2024-01-15 13:06:31.642
space spy trested crypto recovery best and most reliable service for me ever goes to space spy recovery wow these guys are so good with their job and their customer service so friendly and reliable i made a huge error with a transaction at work sendi,10,10_techsupport_crypto techsupport_crypto_techsupport active,"['techsupport', 'crypto techsupport', 'crypto', 'techsupport active', 'active', 'fraud', 'techsupport fraud', 'support', 'crypto techsupport active', 'techsupport active techsupport']","['fraud tech_support scam number scam number scammer s website or email additional information about this scam fraud multiple crypto tech_support scam number', 'fraud crypto tech_support scam still active scam number scammer s website or email additional information about this scam fraud crypto tech_support scam active number firefighter619 scammerjammer007', 'crypto tech_support scam scam number scammer s website or email additional information about this scam active tech_support scam numbers']",techsupport - crypto techsupport - crypto - techsupport active - active - fraud - techsupport fraud - support - crypto techsupport active - techsupport active techsupport,1.0,False,10964,147375,2024-01-15 10:46:21.164
whatsapp romance scammer scam number additional information about this scam a nigerian yahoo pretending to be a lady named mary smaith funny last name btw,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.413887374137931,False,10965,147368,2024-01-14 22:37:59.408
scam numbers i made a list of numbers all of these are just numbers related to antivirus provider impersonation scams i am 99 sure that these are all scams i have not called them all online technical support 1,10,10_techsupport_crypto techsupport_crypto_techsupport active,"['techsupport', 'crypto techsupport', 'crypto', 'techsupport active', 'active', 'fraud', 'techsupport fraud', 'support', 'crypto techsupport active', 'techsupport active techsupport']","['fraud tech_support scam number scam number scammer s website or email additional information about this scam fraud multiple crypto tech_support scam number', 'fraud crypto tech_support scam still active scam number scammer s website or email additional information about this scam fraud crypto tech_support scam active number firefighter619 scammerjammer007', 'crypto tech_support scam scam number scammer s website or email additional information about this scam active tech_support scam numbers']",techsupport - crypto techsupport - crypto - techsupport active - active - fraud - techsupport fraud - support - crypto techsupport active - techsupport active techsupport,1.0,False,10966,147363,2024-01-14 19:08:24.154
fubotv connect scam phishing fraud scam number scammer s website or email additional information about this scam,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.4854015794272104,False,10967,147362,2024-01-14 19:01:15.196
scam geek_squad scam number scammer s website or email geekscare tech additional information about this scam geek_squad scammer guys kindly report this website,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.804426598137461,False,10968,147361,2024-01-14 19:00:02.954
demurrage popup scanner this is very heavily inspired by mo s thread this system is build more for the case of showing what telecoms show up on popups most often we have been running this for the team and the results look good so i ve decided,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10969,147342,2024-01-13 19:39:52.000
british bank scammers scam number uk scammer s website or email additional information about this scam asked for my name i asked who he was he said you called me tell me your name i said but who are you i may have,7,7_paypal_paypal paypal_paypal support_paypal support paypal,"['paypal', 'paypal paypal', 'paypal support', 'paypal support paypal', 'support paypal', 'paypal bc', 'bc', 'uk', 'btc', 'sent']","['paypal scam scam number scammer s website or email additional information about this scam', 'paypal scam number scammer s website or email additional information about this scam', 'paypal scam scam number scammer s website or email additional information about this scam paypal scam']",paypal - paypal paypal - paypal support - paypal support paypal - support paypal - paypal bc - bc - uk - btc - sent,0.8439536100012996,False,10970,147341,2024-01-13 18:40:14.376
fake pharmacy stealing medicare numbers still active 1 16 24 scam number scammer s website or email additional information about this scam pretending to be different pharmacies like cvs everytime i call it is a different pharmacy name they want to give you diab,9,9_crypto_community_pharmacy_medicare,"['crypto', 'community', 'pharmacy', 'medicare', 'called', 'crypto community', 'ssa', 'facebook', 'community crypto', 'cvs']","['crypto scammer scam number scammer s website or email additional information about this scam community', '1 662 crypto scammer scam number scammer s website or email additional information about this scam community', 'crypto scammer scam number scammer s website or email additional information about this scam community']",crypto - community - pharmacy - medicare - called - crypto community - ssa - facebook - community crypto - cvs,1.0,False,10971,147339,2024-01-13 18:03:40.601
paypal bitcoin scam number scammer s website or email additional information about this scam paypay refund scam bitcoin purchase they are tracking the invoice numbers and invoice receipt date i ve already burned m,6,6_paypal_invoice_fake_fake paypal,"['paypal', 'invoice', 'fake', 'fake paypal', 'poster', 'did', 'receive', 'numberguru', 'did receive', 'fake invoice']","['fake paypal scam scam number scammer s website or email additional information about this scam', 'fake paypal scam scam number scammer s website or email additional information about this scam', 'fake paypal scam scam number scammer s website or email additional information about this scam']",paypal - invoice - fake - fake paypal - poster - did - receive - numberguru - did receive - fake invoice,1.0,False,10972,147338,2024-01-13 16:52:34.118
geeksquad tech_support scam number geeksquad david running the tech_support scam selling you a new ip address 14 48 13 01 207 4153,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.804426598137461,False,10973,147337,2024-01-13 16:37:12.386
mcafee refund scam number scammer s website or email additional information about this scam using anydesk,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.8739869889696724,False,10974,147336,2024-01-13 15:25:18.270
pch scam scam number scammer s website or email additional information about this scam bank of america this is a secure called from the bank of america unclaimed check department you are one of the lucky w,5,5_pch_pch pch_clearinghouse_pch pch pch,"['pch', 'pch pch', 'clearinghouse', 'pch pch pch', 'publishers clearinghouse', 'publishers', 'good day', 'publisher', 'publisher clearinghouse', 'jamaican']","['pch scam scam number scammer s website or email additional information about this scam pch scam', 'pch scam scam number scammer s website or email additional information about this scam pch scam', 'pch scam scam number scammer s website or email additional information about this scam pch scam']",pch - pch pch - clearinghouse - pch pch pch - publishers clearinghouse - publishers - good day - publisher - publisher clearinghouse - jamaican,1.0,False,10975,147335,2024-01-13 15:13:03.052
crypto scammers scam number scammer s website or email additional information about this scam community community,9,9_crypto_community_pharmacy_medicare,"['crypto', 'community', 'pharmacy', 'medicare', 'called', 'crypto community', 'ssa', 'facebook', 'community crypto', 'cvs']","['crypto scammer scam number scammer s website or email additional information about this scam community', '1 662 crypto scammer scam number scammer s website or email additional information about this scam community', 'crypto scammer scam number scammer s website or email additional information about this scam community']",crypto - community - pharmacy - medicare - called - crypto community - ssa - facebook - community crypto - cvs,1.0,False,10976,147334,2024-01-13 15:07:31.964
microsoft_defender scam scam number scammer s website or email additional information about this scam,3,3_microsoft_fake microsoft_pop_fake microsoft pop,"['microsoft', 'fake microsoft', 'pop', 'fake microsoft pop', 'microsoft pop', 'fake', 'pop fake', 'apple', 'microsoft pop fake', 'pop fake microsoft']","['fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam number scammer s website or email', 'fake microsoft pop up scam scam number scammer s website or email additional information about this scam']",microsoft - fake microsoft - pop - fake microsoft pop - microsoft pop - fake - pop fake - apple - microsoft pop fake - pop fake microsoft,0.06418254996650109,False,10977,147333,2024-01-13 15:01:37.321
amazon live scam during night scam number scammer s website or email main page number website,0,0_live_amazon live_amazon_jan,"['live', 'amazon live', 'amazon', 'jan', 'live jan', 'amazon live jan', 'page', 'live jan amazon', 'jan amazon', 'jan amazon live']","['amazon live scam 28 jan scam number scammer s website or email', 'amazon live scam 19 jan scam number scammer s website or email number website', 'amazon live scam 19 jan scam number 2 scammer s website or email']",live - amazon live - amazon - jan - live jan - amazon live jan - page - live jan amazon - jan amazon - jan amazon live,1.0,False,10978,147332,2024-01-13 13:50:40.612
amazom evening scam live scam number scammer s website or email number a website,0,0_live_amazon live_amazon_jan,"['live', 'amazon live', 'amazon', 'jan', 'live jan', 'amazon live jan', 'page', 'live jan amazon', 'jan amazon', 'jan amazon live']","['amazon live scam 28 jan scam number scammer s website or email', 'amazon live scam 19 jan scam number scammer s website or email number website', 'amazon live scam 19 jan scam number 2 scammer s website or email']",live - amazon live - amazon - jan - live jan - amazon live jan - page - live jan amazon - jan amazon - jan amazon live,1.0,False,10979,147331,2024-01-13 13:48:56.362
fubo tv fake number scam number scammer s website or email additional information about this scam,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.4854015794272104,False,10980,147329,2024-01-13 13:44:15.534
microsoft pop up link telephone number country united states us safebrowsing true source code github jackwebdevw security center index,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10981,147327,2024-01-13 10:05:57.821
microsoft pop up link telephone number country unknown safebrowsing false,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10982,147326,2024-01-13 10:00:16.385
microsoft pop up link telephone number country unknown safebrowsing true,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10983,147325,2024-01-13 09:57:24.317
microsoft pop up not found link telephone number not found country unknown safebrowsing true source code,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10984,147324,2024-01-13 09:54:51.716
microsoft pop up link telephone number country united states us safebrowsing false,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10985,147323,2024-01-13 09:50:07.208
microsoft pop up link telephone number country unknown safebrowsing true,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10986,147322,2024-01-13 09:42:18.368
microsoft pop up link security center code0x268d3 services er0r0security0rer0issued0i7 telephone number unchecked country united states us safebrowsing false,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10987,147321,2024-01-13 09:39:39.540
microsoft pop up link alert fr index html at main luisdomain88 alert fr github telephone number inactive country france safebrowsing false source code github luisdomain88 alert fr,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10988,147320,2024-01-13 09:32:34.847
microsoft pop up link telephone number not checked country united states us safebrowsing false,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.985289713120369,False,10989,147319,2024-01-13 09:19:15.862
chase norton scam number scammer s website or email email additional information about this scam 458 33,4,4_norton_nortonrefund_chase_norton norton,"['norton', 'nortonrefund', 'chase', 'norton norton', 'invoice', 'norton antivirus', 'antivirus', 'nortonrefund norton', 'lifelock', 'norton lifelock']","['norton scam scam number scammer s website or email email additional information about this scam 451 35', 'norton scam number scammer s website or email additional information about this scam', 'norton_refund scam number scammer s website or email email additional information about this scam norton 539 97']",norton - nortonrefund - chase - norton norton - invoice - norton antivirus - antivirus - nortonrefund norton - lifelock - norton lifelock,0.0069441312115405135,False,10990,147315,2024-01-13 05:04:11.116
pop up scam scam number scammer s website or email additional information about this scam,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.4854015794272104,False,10991,147314,2024-01-13 02:09:12.837
crypto scammer scam number scammer s website or email additional information about this scam community community,9,9_crypto_community_pharmacy_medicare,"['crypto', 'community', 'pharmacy', 'medicare', 'called', 'crypto community', 'ssa', 'facebook', 'community crypto', 'cvs']","['crypto scammer scam number scammer s website or email additional information about this scam community', '1 662 crypto scammer scam number scammer s website or email additional information about this scam community', 'crypto scammer scam number scammer s website or email additional information about this scam community']",crypto - community - pharmacy - medicare - called - crypto community - ssa - facebook - community crypto - cvs,1.0,False,10992,147312,2024-01-12 22:08:30.618
amazon live scam scam number scammer s website or email,0,0_live_amazon live_amazon_jan,"['live', 'amazon live', 'amazon', 'jan', 'live jan', 'amazon live jan', 'page', 'live jan amazon', 'jan amazon', 'jan amazon live']","['amazon live scam 28 jan scam number scammer s website or email', 'amazon live scam 19 jan scam number scammer s website or email number website', 'amazon live scam 19 jan scam number 2 scammer s website or email']",live - amazon live - amazon - jan - live jan - amazon live jan - page - live jan amazon - jan amazon - jan amazon live,1.0,False,10993,147310,2024-01-12 22:04:12.536
norton email scam scam number scammer s website or email additional information about this scam notron anti virus refund scam,4,4_norton_nortonrefund_chase_norton norton,"['norton', 'nortonrefund', 'chase', 'norton norton', 'invoice', 'norton antivirus', 'antivirus', 'nortonrefund norton', 'lifelock', 'norton lifelock']","['norton scam scam number scammer s website or email email additional information about this scam 451 35', 'norton scam number scammer s website or email additional information about this scam', 'norton_refund scam number scammer s website or email email additional information about this scam norton 539 97']",norton - nortonrefund - chase - norton norton - invoice - norton antivirus - antivirus - nortonrefund norton - lifelock - norton lifelock,1.0,False,10994,147309,2024-01-12 21:53:44.090
is freewallet safe to use no it s not scammer s website or email is freewallet safe we came across this question in a discussion of one of the crypto communities of course the user who asked the question a novice crypto trader i,9,9_crypto_community_pharmacy_medicare,"['crypto', 'community', 'pharmacy', 'medicare', 'called', 'crypto community', 'ssa', 'facebook', 'community crypto', 'cvs']","['crypto scammer scam number scammer s website or email additional information about this scam community', '1 662 crypto scammer scam number scammer s website or email additional information about this scam community', 'crypto scammer scam number scammer s website or email additional information about this scam community']",crypto - community - pharmacy - medicare - called - crypto community - ssa - facebook - community crypto - cvs,1.0,False,10995,147308,2024-01-12 21:51:22.817
paypal bc scam number scammer s website or email additional information about this scam,7,7_paypal_paypal paypal_paypal support_paypal support paypal,"['paypal', 'paypal paypal', 'paypal support', 'paypal support paypal', 'support paypal', 'paypal bc', 'bc', 'uk', 'btc', 'sent']","['paypal scam scam number scammer s website or email additional information about this scam', 'paypal scam number scammer s website or email additional information about this scam', 'paypal scam scam number scammer s website or email additional information about this scam paypal scam']",paypal - paypal paypal - paypal support - paypal support paypal - support paypal - paypal bc - bc - uk - btc - sent,1.0,False,10996,147306,2024-01-12 21:31:50.721
paypal refund scam number scammer s website or email email additional information about this scam 688 99,-1,-1_refund_support_app_techsupport,"['refund', 'support', 'app', 'techsupport', 'mcafee', 'loan', 'etsy', 'coinbase', 'pop', 'zelle']","['microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing true abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse emails none screenshot', 'microsoft pop up link asn awex cy 204915 phone toll free country united states us hash google safebrowsing false abuse e']",refund - support - app - techsupport - mcafee - loan - etsy - coinbase - pop - zelle,0.7684171960450399,False,10997,147304,2024-01-12 21:16:11.649
amazon scam live update scam number scammer s website main page,0,0_live_amazon live_amazon_jan,"['live', 'amazon live', 'amazon', 'jan', 'live jan', 'amazon live jan', 'page', 'live jan amazon', 'jan amazon', 'jan amazon live']","['amazon live scam 28 jan scam number scammer s website or email', 'amazon live scam 19 jan scam number scammer s website or email number website', 'amazon live scam 19 jan scam number 2 scammer s website or email']",live - amazon live - amazon - jan - live jan - amazon live jan - page - live jan amazon - jan amazon - jan amazon live,1.0,False,10998,147303,2024-01-12 20:51:14.677
amazon scam live scam number scammer s website or email,0,0_live_amazon live_amazon_jan,"['live', 'amazon live', 'amazon', 'jan', 'live jan', 'amazon live jan', 'page', 'live jan amazon', 'jan amazon', 'jan amazon live']","['amazon live scam 28 jan scam number scammer s website or email', 'amazon live scam 19 jan scam number scammer s website or email number website', 'amazon live scam 19 jan scam number 2 scammer s website or email']",live - amazon live - amazon - jan - live jan - amazon live jan - page - live jan amazon - jan amazon - jan amazon live,1.0,False,10999,147302,2024-01-12 20:49:28.450
amazon live scam update scam number scammer s website or email,0,0_live_amazon live_amazon_jan,"['live', 'amazon live', 'amazon', 'jan', 'live jan', 'amazon live jan', 'page', 'live jan amazon', 'jan amazon', 'jan amazon live']","['amazon live scam 28 jan scam number scammer s website or email', 'amazon live scam 19 jan scam number scammer s website or email number website', 'amazon live scam 19 jan scam number 2 scammer s website or email']",live - amazon live - amazon - jan - live jan - amazon live jan - page - live jan amazon - jan amazon - jan amazon live,0.7491158276852412,False,11000,147301,2024-01-12 20:48:16.497
